matchurl,home_team,away_team,event,player_name,team,minute,is_home,home_team_goals,away_team_goals,team_against,team against,Goal total event,Goal new diff
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Goal,August Laverge,FC Sp. Heestert A,31,1,1,0,K. RC Bissegem,K. RC Bissegem,1,1.0
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Goal,Kristi Kullaj,FC Sp. Heestert A,36,1,2,0,K. RC Bissegem,K. RC Bissegem,1,2.0
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute In,Matteo Coqu,K. RC Bissegem,61,0,2,0,FC Sp. Heestert A,FC Sp. Heestert A,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute In,Andres Dewaele,K. RC Bissegem,61,0,2,0,FC Sp. Heestert A,FC Sp. Heestert A,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute Out,Glenn Lapeire,K. RC Bissegem,61,0,2,0,FC Sp. Heestert A,FC Sp. Heestert A,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute Out,Rutger Sturm,K. RC Bissegem,61,0,2,0,FC Sp. Heestert A,FC Sp. Heestert A,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute In,Quentin Beukenne,FC Sp. Heestert A,64,1,2,0,K. RC Bissegem,K. RC Bissegem,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute Out,Mattice Bekaert,FC Sp. Heestert A,64,1,2,0,K. RC Bissegem,K. RC Bissegem,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute In,Yari Vercaemere,K. RC Bissegem,70,0,2,0,FC Sp. Heestert A,FC Sp. Heestert A,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute Out,Kenzie Vandeputte,K. RC Bissegem,70,0,2,0,FC Sp. Heestert A,FC Sp. Heestert A,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Yellow Card,Dylan David Bourquin,FC Sp. Heestert A,77,1,2,0,K. RC Bissegem,K. RC Bissegem,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute In,Robin Ameye,K. RC Bissegem,77,0,2,0,FC Sp. Heestert A,FC Sp. Heestert A,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute Out,Zito Bostoen,K. RC Bissegem,77,0,2,0,FC Sp. Heestert A,FC Sp. Heestert A,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute In,Imad Zmimer,FC Sp. Heestert A,82,1,2,0,K. RC Bissegem,K. RC Bissegem,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute Out,Dylan David Bourquin,FC Sp. Heestert A,82,1,2,0,K. RC Bissegem,K. RC Bissegem,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Yellow Card,Bruno Dhoop,K. RC Bissegem,88,0,2,0,FC Sp. Heestert A,FC Sp. Heestert A,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute In,Charles-Victor Otté,FC Sp. Heestert A,90,1,2,0,K. RC Bissegem,K. RC Bissegem,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute In,Karim Tajeddine,FC Sp. Heestert A,90,1,2,0,K. RC Bissegem,K. RC Bissegem,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute Out,Aaron Balcaen,FC Sp. Heestert A,90,1,2,0,K. RC Bissegem,K. RC Bissegem,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Substitute Out,Stijn Delbeke,FC Sp. Heestert A,90,1,2,0,K. RC Bissegem,K. RC Bissegem,0,
https://www.rbfa.be/nl/wedstrijd/7124489,FC Sp. Heestert A,K. RC Bissegem,Goal,Gaëtan Tom Vercaemer,K. RC Bissegem,90,0,2,1,FC Sp. Heestert A,FC Sp. Heestert A,1,-1.0
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Yellow Card,Jimmy Leyder,Zwevegem Sport,32,1,0,0,KFC Aalbeke Sport A,KFC Aalbeke Sport A,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Yellow Card,Edouard Lootens,Zwevegem Sport,37,1,0,0,KFC Aalbeke Sport A,KFC Aalbeke Sport A,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Red Card,Monssef Znagui,Zwevegem Sport,42,1,0,0,KFC Aalbeke Sport A,KFC Aalbeke Sport A,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Yellow Card,Marvin Pierre Turcan,KFC Aalbeke Sport A,55,0,0,0,Zwevegem Sport,Zwevegem Sport,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Yellow Card,Lander Wyseur,KFC Aalbeke Sport A,60,0,0,0,Zwevegem Sport,Zwevegem Sport,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute In,Nathan Bunga Mbuta,KFC Aalbeke Sport A,62,0,0,0,Zwevegem Sport,Zwevegem Sport,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute Out,Marvin Pierre Turcan,KFC Aalbeke Sport A,62,0,0,0,Zwevegem Sport,Zwevegem Sport,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute In,Mauro Mercher,Zwevegem Sport,65,1,0,0,KFC Aalbeke Sport A,KFC Aalbeke Sport A,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute Out,Edouard Lootens,Zwevegem Sport,65,1,0,0,KFC Aalbeke Sport A,KFC Aalbeke Sport A,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute In,Jan De Winter,KFC Aalbeke Sport A,69,0,0,0,Zwevegem Sport,Zwevegem Sport,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute Out,Corentin Fabrice Cottenceau,KFC Aalbeke Sport A,69,0,0,0,Zwevegem Sport,Zwevegem Sport,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute In,Arthur Bracke,Zwevegem Sport,81,1,0,0,KFC Aalbeke Sport A,KFC Aalbeke Sport A,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute Out,Gilles Garrevoet,Zwevegem Sport,81,1,0,0,KFC Aalbeke Sport A,KFC Aalbeke Sport A,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute In,Mathias Deveugele,KFC Aalbeke Sport A,81,0,0,0,Zwevegem Sport,Zwevegem Sport,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Substitute Out,Aymeric Cottenceau,KFC Aalbeke Sport A,81,0,0,0,Zwevegem Sport,Zwevegem Sport,0,
https://www.rbfa.be/nl/wedstrijd/7124483,Zwevegem Sport,KFC Aalbeke Sport A,Goal,Lowie Smet,Zwevegem Sport,82,1,1,0,KFC Aalbeke Sport A,KFC Aalbeke Sport A,1,1.0
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Yellow Card,Pieter Geldof,K. FC Varsenare A,38,1,0,0,K. SV Moorsele A,K. SV Moorsele A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Yellow Card,Gilles Bouckaert,K. SV Moorsele A,39,0,0,0,K. FC Varsenare A,K. FC Varsenare A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute In,Obie De Smet,K. SV Moorsele A,52,0,0,0,K. FC Varsenare A,K. FC Varsenare A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute Out,Klaas Lievrouw,K. SV Moorsele A,52,0,0,0,K. FC Varsenare A,K. FC Varsenare A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Goal,Jerzy Mestdagh,K. FC Varsenare A,56,1,1,0,K. SV Moorsele A,K. SV Moorsele A,1,1.0
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute In,Andreas Gheldof,K. SV Moorsele A,60,0,1,0,K. FC Varsenare A,K. FC Varsenare A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute In,Melvin Manuel Neves,K. SV Moorsele A,60,0,1,0,K. FC Varsenare A,K. FC Varsenare A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute Out,Simon Buyssens,K. SV Moorsele A,60,0,1,0,K. FC Varsenare A,K. FC Varsenare A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute Out,Simon Verhelst,K. SV Moorsele A,60,0,1,0,K. FC Varsenare A,K. FC Varsenare A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Goal,Rien Plasschaert,K. FC Varsenare A,65,1,2,0,K. SV Moorsele A,K. SV Moorsele A,1,2.0
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute In,Rune Vandamme-Vinckier,K. FC Varsenare A,75,1,2,0,K. SV Moorsele A,K. SV Moorsele A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute Out,Robby Bollaert,K. FC Varsenare A,75,1,2,0,K. SV Moorsele A,K. SV Moorsele A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute In,Niel Neyrinck,K. SV Moorsele A,78,0,2,0,K. FC Varsenare A,K. FC Varsenare A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute Out,Jonas Hanson,K. SV Moorsele A,78,0,2,0,K. FC Varsenare A,K. FC Varsenare A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Goal,Bjarne Vanderstraeten,K. SV Moorsele A,84,0,2,1,K. FC Varsenare A,K. FC Varsenare A,1,-1.0
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute In,Briek Crevits,K. FC Varsenare A,87,1,2,1,K. SV Moorsele A,K. SV Moorsele A,0,
https://www.rbfa.be/nl/wedstrijd/7124484,K. FC Varsenare A,K. SV Moorsele A,Substitute Out,Jari Van De Maele,K. FC Varsenare A,87,1,2,1,K. SV Moorsele A,K. SV Moorsele A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Goal,Thomas Denys,K. FC Heist A,23,1,1,0,K. Eendr. Wervik A,K. Eendr. Wervik A,1,1.0
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Penalty,Valentin Mahieu,K. Eendr. Wervik A,28,0,1,1,K. FC Heist A,K. FC Heist A,1,0.0
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Yellow Card,Tibo Andries,K. FC Heist A,35,1,1,1,K. Eendr. Wervik A,K. Eendr. Wervik A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Goal,Kyan Defoort,K. Eendr. Wervik A,48,0,1,2,K. FC Heist A,K. FC Heist A,1,1.0
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Yellow Card,Kyan Defoort,K. Eendr. Wervik A,51,0,1,2,K. FC Heist A,K. FC Heist A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Yellow Card,Tristan Prinsier,K. Eendr. Wervik A,59,0,1,2,K. FC Heist A,K. FC Heist A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Goal,Aristote Madiani,K. Eendr. Wervik A,62,0,1,3,K. FC Heist A,K. FC Heist A,1,2.0
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute In,Geoffrey Coppin,K. Eendr. Wervik A,62,0,1,3,K. FC Heist A,K. FC Heist A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute Out,Tristan Prinsier,K. Eendr. Wervik A,62,0,1,3,K. FC Heist A,K. FC Heist A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute In,Thibo Gies,K. FC Heist A,64,1,1,3,K. Eendr. Wervik A,K. Eendr. Wervik A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute In,Pär Eliane Vervalle,K. FC Heist A,64,1,1,3,K. Eendr. Wervik A,K. Eendr. Wervik A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute Out,Julien Csepregi,K. FC Heist A,64,1,1,3,K. Eendr. Wervik A,K. Eendr. Wervik A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute Out,Diederiek Voordecker,K. FC Heist A,64,1,1,3,K. Eendr. Wervik A,K. Eendr. Wervik A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Goal,Geoffrey Coppin,K. Eendr. Wervik A,64,0,1,4,K. FC Heist A,K. FC Heist A,1,3.0
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute In,Vuitton Neyts,K. FC Heist A,71,1,1,4,K. Eendr. Wervik A,K. Eendr. Wervik A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute Out,Thomas Vuyts,K. FC Heist A,71,1,1,4,K. Eendr. Wervik A,K. Eendr. Wervik A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute In,Lennert Lingier,K. Eendr. Wervik A,71,0,1,4,K. FC Heist A,K. FC Heist A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute Out,Jasper Cornillie,K. Eendr. Wervik A,71,0,1,4,K. FC Heist A,K. FC Heist A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Goal,Tibo Andries,K. FC Heist A,74,1,2,4,K. Eendr. Wervik A,K. Eendr. Wervik A,1,-2.0
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute In,Bruno Delhaye,K. FC Heist A,80,1,2,4,K. Eendr. Wervik A,K. Eendr. Wervik A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Substitute Out,Thomas Denys,K. FC Heist A,80,1,2,4,K. Eendr. Wervik A,K. Eendr. Wervik A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Goal,Thibo Gies,K. FC Heist A,90,1,3,4,K. Eendr. Wervik A,K. Eendr. Wervik A,1,-1.0
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Yellow Card,Valentin Mahieu,K. Eendr. Wervik A,90,0,3,4,K. FC Heist A,K. FC Heist A,0,
https://www.rbfa.be/nl/wedstrijd/7124488,K. FC Heist A,K. Eendr. Wervik A,Yellow Card,Simon Verlinde,K. Eendr. Wervik A,90,0,3,4,K. FC Heist A,K. FC Heist A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Goal,Thibault Trioen,Club Roeselare,26,1,1,0,S.V. Wevelgem City A,S.V. Wevelgem City A,1,1.0
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Yellow Card,Michiel Verlinde,Club Roeselare,35,1,1,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute In,Jens Couckuyt,S.V. Wevelgem City A,44,0,1,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute Out,Adan Lakhnigue,S.V. Wevelgem City A,44,0,1,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Yellow Card,Louis Taelman,S.V. Wevelgem City A,44,0,1,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Goal,Jasper Cafmeyer,Club Roeselare,48,1,2,0,S.V. Wevelgem City A,S.V. Wevelgem City A,1,2.0
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Yellow Card,Rabah Mazbouh,S.V. Wevelgem City A,56,0,2,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Goal,Yoran Deleu,Club Roeselare,57,1,3,0,S.V. Wevelgem City A,S.V. Wevelgem City A,1,3.0
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Yellow Card,Medjon Hoxha,S.V. Wevelgem City A,59,0,3,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute In,Nicolas David Gamarra Gamarra,S.V. Wevelgem City A,62,0,3,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute In,Tibo Margo,S.V. Wevelgem City A,62,0,3,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute Out,Noah Halleumieux,S.V. Wevelgem City A,62,0,3,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute Out,Medjon Hoxha,S.V. Wevelgem City A,62,0,3,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Yellow Card,Arne Hélin,Club Roeselare,64,1,3,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Goal,Jasper Cafmeyer,Club Roeselare,69,1,4,0,S.V. Wevelgem City A,S.V. Wevelgem City A,1,4.0
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute In,Sian Oosterlinck,Club Roeselare,70,1,4,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute Out,Dylan Vens,Club Roeselare,70,1,4,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute In,Jobbe Dekimpe,Club Roeselare,76,1,4,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute In,Sam Vanhuyse,Club Roeselare,76,1,4,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute Out,Gianni Vandecasteele,Club Roeselare,76,1,4,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute Out,Michiel Verlinde,Club Roeselare,76,1,4,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute In,Ahmad Hussein,S.V. Wevelgem City A,84,0,4,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute Out,Louis Taelman,S.V. Wevelgem City A,84,0,4,0,Club Roeselare,Club Roeselare,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute In,Rune Verheyen,Club Roeselare,87,1,4,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124487,Club Roeselare,S.V. Wevelgem City A,Substitute Out,Arne Hélin,Club Roeselare,87,1,4,0,S.V. Wevelgem City A,S.V. Wevelgem City A,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Goal,Damien Kontogom,K. FC Marke A,2,1,1,0,K.S.C. Wielsbeke,K.S.C. Wielsbeke,1,1.0
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Goal,Jarne Wullaert,K. FC Marke A,9,1,2,0,K.S.C. Wielsbeke,K.S.C. Wielsbeke,1,2.0
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Goal,Seppe Jeroen Lecour,K.S.C. Wielsbeke,17,0,2,1,K. FC Marke A,K. FC Marke A,1,-1.0
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Yellow Card,Emile Vanluchene,K. FC Marke A,42,1,2,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Goal,Amaury Demuynck,K. FC Marke A,47,1,3,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,1,2.0
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Yellow-Red Card,Emile Vanluchene,K. FC Marke A,52,1,3,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute In,Lucas Vantieghem,K. FC Marke A,55,1,3,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute Out,Thomas Menghis,K. FC Marke A,55,1,3,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute In,Mano Decuypere,K.S.C. Wielsbeke,63,0,3,1,K. FC Marke A,K. FC Marke A,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute Out,Nicolas Gheeraert,K.S.C. Wielsbeke,63,0,3,1,K. FC Marke A,K. FC Marke A,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute In,Monir Bouhid,K. FC Marke A,71,1,3,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute In,Hannes Tieberghien,K. FC Marke A,71,1,3,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute Out,Amaury Demuynck,K. FC Marke A,71,1,3,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute Out,Damien Kontogom,K. FC Marke A,71,1,3,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Goal,Monir Bouhid,K. FC Marke A,75,1,4,1,K.S.C. Wielsbeke,K.S.C. Wielsbeke,1,3.0
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute In,Jules De Clerck,K.S.C. Wielsbeke,75,0,4,1,K. FC Marke A,K. FC Marke A,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute In,Emiel Pannecoucke,K.S.C. Wielsbeke,75,0,4,1,K. FC Marke A,K. FC Marke A,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute Out,Arnaud De Brabant,K.S.C. Wielsbeke,75,0,4,1,K. FC Marke A,K. FC Marke A,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute Out,Simon Vandenabeele,K.S.C. Wielsbeke,75,0,4,1,K. FC Marke A,K. FC Marke A,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Goal,Arne Beeuwsaert,K.S.C. Wielsbeke,82,0,4,2,K. FC Marke A,K. FC Marke A,1,-2.0
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute In,Jannis Bourgeois,K. FC Marke A,83,1,4,2,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute In,Siegurd Defoirdt,K. FC Marke A,83,1,4,2,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute Out,Jelle Duthoo,K. FC Marke A,83,1,4,2,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Substitute Out,Jarne Wullaert,K. FC Marke A,83,1,4,2,K.S.C. Wielsbeke,K.S.C. Wielsbeke,0,
https://www.rbfa.be/nl/wedstrijd/7124486,K. FC Marke A,K.S.C. Wielsbeke,Goal,Jules De Clerck,K.S.C. Wielsbeke,83,0,4,3,K. FC Marke A,K. FC Marke A,1,-1.0
